Participant ID,Post Order,Post_ID,Trusted_Headline_with_map,Suspicious_Headline_with_map,Trusted_Headline_with_photo,Suspicious_Headline_with_photo,Trusted_Headline_only,Suspicious_Headline_only,Trust,Time,Interest_Maps,Proficiency_Maps,Experienced_Climate,Interest_Climate,Trust_Researchers,Trust_Climate
114,7,6,0,1,0,0,0,0,1,-0.420982786,4,4,5,3,5,3
101,4,6,0,0,0,1,0,0,1,0.457539735,4,5,5,5,5,4
111,2,6,0,0,0,1,0,0,1,-0.743968026,5,4,5,4,5,3
113,7,6,0,0,0,1,0,0,1,-0.581777987,4,4,4,4,4,3
201,7,6,0,0,0,1,0,0,1,-2.559025415,4,1,4,3,4,3
203,1,6,0,0,0,1,0,0,1,1.084687,3,2,5,4,5,2
205,4,6,0,0,0,1,0,0,1,-0.898686944,1,3,4,1,5,1
215,5,6,0,0,0,1,0,0,1,1.031626846,3,1,2,3,5,4
219,7,6,0,0,0,1,0,0,1,-0.266666159,3,4,4,3,5,2
221,4,6,0,0,0,1,0,0,1,0.223315577,3,2,5,3,4,3
223,1,6,0,0,0,1,0,0,1,0.738849172,3,2,4,3,4,4
233,5,6,0,0,0,1,0,0,1,-0.464872771,3,2,3,2,2,2
116,3,7,1,0,0,0,0,0,4,1.579420262,4,4,4,3,4,3
228,8,7,1,0,0,0,0,0,4,0.101105117,4,2,4,4,4,4
112,5,7,1,0,0,0,0,0,4,-0.003877254,5,5,5,5,5,3
238,7,7,1,0,0,0,0,0,4,-0.178586921,4,3,5,4,4,3
220,5,7,1,0,0,0,0,0,4,-0.385576497,4,3,2,2,4,2
218,4,7,1,0,0,0,0,0,4,-0.420786783,4,3,4,3,3,4
118,4,7,1,0,0,0,0,0,4,-0.437548777,4,3,5,4,5,5
216,8,7,1,0,0,0,0,0,4,-0.437614919,4,2,4,2,3,2
236,6,7,1,0,0,0,0,0,4,-0.575980649,3,2,3,3,4,4
204,3,7,1,0,0,0,0,0,4,-0.655517348,4,2,5,2,4,3
240,4,7,1,0,0,0,0,0,4,-0.982944186,4,2,4,3,4,5
105,7,7,0,0,1,0,0,0,4,-0.177821737,3,4,4,2,4,4
208,2,7,1,0,0,0,0,0,3,1.7467112,3,1,3,2,4,4
106,8,7,1,0,0,0,0,0,3,0.565275597,4,4,4,4,4,3
222,1,7,1,0,0,0,0,0,3,0.381482328,4,3,3,3,3,3
224,5,7,1,0,0,0,0,0,3,0.232236319,4,4,3,3,3,3
110,2,7,1,0,0,0,0,0,3,0.223925672,5,5,4,3,4,3
108,6,7,1,0,0,0,0,0,3,0.12724526,5,3,3,4,5,3
234,1,7,1,0,0,0,0,0,3,0.04985789,5,4,5,3,3,4
102,5,7,1,0,0,0,0,0,3,-0.047504934,4,3,4,3,3,3
226,3,7,1,0,0,0,0,0,3,-0.284987907,2,2,4,1,3,2
214,3,7,1,0,0,0,0,0,3,-0.399911625,3,3,4,3,3,3
210,4,7,1,0,0,0,0,0,3,-0.425105403,3,2,4,4,3,3
114,3,7,1,0,0,0,0,0,3,-0.660495321,4,4,5,3,5,3
101,5,7,0,0,1,0,0,0,3,1.215339521,4,5,5,5,5,4
103,2,7,0,0,1,0,0,0,3,0.333193216,4,2,4,5,5,4
107,6,7,0,0,1,0,0,0,3,0.383111032,5,4,4,4,5,4
111,3,7,0,0,1,0,0,0,3,-0.919832547,5,4,5,4,5,3
203,2,7,0,0,1,0,0,0,3,0.863065898,3,2,5,4,5,2
209,8,7,0,0,1,0,0,0,3,-0.161257647,3,2,4,2,5,3
211,8,7,0,0,1,0,0,0,3,-0.222252224,3,4,3,3,4,4
215,2,7,0,0,1,0,0,0,3,0.243866699,3,1,2,3,5,4
219,6,7,0,0,1,0,0,0,3,0.936960513,3,4,4,3,5,2
225,3,7,0,0,1,0,0,0,3,0.483017669,4,2,4,2,4,4
231,2,7,0,0,1,0,0,0,3,-1.267330853,3,1,5,3,4,3
235,2,7,0,0,1,0,0,0,3,0.79425922,4,3,4,2,4,3
239,1,7,0,0,1,0,0,0,3,0.33033838,4,3,4,3,3,3
202,4,7,1,0,0,0,0,0,2,0.439267592,4,3,3,3,3,3
212,5,7,1,0,0,0,0,0,2,0.063469746,3,2,4,3,3,2
230,1,7,1,0,0,0,0,0,2,-0.122885268,2,1,4,1,4,1
206,2,7,1,0,0,0,0,0,2,-0.496827118,4,3,5,5,4,2
109,7,7,0,0,1,0,0,0,2,-0.429898087,4,2,4,4,3,4
113,2,7,0,0,1,0,0,0,2,-0.404874435,4,4,4,4,4,3
115,1,7,0,0,1,0,0,0,2,-0.853490187,4,5,4,3,4,4
117,5,7,0,0,1,0,0,0,2,-0.554404072,5,4,4,4,5,4
119,3,7,0,0,1,0,0,0,2,-1.07879697,5,4,4,3,4,3
201,4,7,0,0,1,0,0,0,2,-1.196868085,4,1,4,3,4,3
205,1,7,0,0,1,0,0,0,2,-0.721371283,1,3,4,1,5,1
207,7,7,0,0,1,0,0,0,2,-0.911091187,4,3,4,3,4,3
213,2,7,0,0,1,0,0,0,2,-1.05317846,2,1,2,2,4,3
217,1,7,0,0,1,0,0,0,2,-0.113055178,3,2,4,3,4,4
227,8,7,0,0,1,0,0,0,2,-0.627318381,5,4,3,2,4,4
229,4,7,0,0,1,0,0,0,2,-0.513370058,4,2,2,3,2,2
233,1,7,0,0,1,0,0,0,2,-0.668388445,3,2,3,2,2,2
237,1,7,0,0,1,0,0,0,2,-1.609234985,5,4,4,5,4,3
104,3,7,1,0,0,0,0,0,1,1.130169299,4,3,3,3,3,2
232,7,7,1,0,0,0,0,0,1,-0.289547856,4,4,3,4,4,3
221,6,7,0,0,1,0,0,0,1,-1.005151444,3,2,5,3,4,3
223,2,7,0,0,1,0,0,0,1,-0.742394663,3,2,4,3,4,4
241,6,7,0,0,1,0,0,0,1,0.663275071,3,3,4,3,4,4
240,3,8,0,0,1,0,0,0,4,-1.745464388,4,2,4,3,4,5
211,4,8,1,0,0,0,0,0,4,-0.144839564,3,4,3,3,4,4
237,7,8,1,0,0,0,0,0,4,-1.218542097,5,4,4,5,4,3
118,7,8,0,0,1,0,0,0,3,-0.993554438,4,3,5,4,5,5
202,6,8,0,0,1,0,0,0,3,-0.328357527,4,3,3,3,3,3
218,1,8,0,0,1,0,0,0,3,-1.073085568,4,3,4,3,3,4
235,6,8,1,0,0,0,0,0,3,2.270617704,4,3,4,2,4,3
213,5,8,1,0,0,0,0,0,3,0.823666901,2,1,2,2,4,3
113,8,8,1,0,0,0,0,0,3,0.76706825,4,4,4,4,4,3
225,6,8,1,0,0,0,0,0,3,0.581127742,4,2,4,2,4,4
241,5,8,1,0,0,0,0,0,3,0.550964031,3,3,4,3,4,4
115,3,8,1,0,0,0,0,0,3,0.43038802,4,5,4,3,4,4
107,7,8,1,0,0,0,0,0,3,0.400684967,5,4,4,4,5,4
203,4,8,1,0,0,0,0,0,3,0.226647426,3,2,5,4,5,2
109,4,8,1,0,0,0,0,0,3,-0.157753526,4,2,4,4,3,4
231,3,8,1,0,0,0,0,0,3,-0.27380107,3,1,5,3,4,3
229,3,8,1,0,0,0,0,0,3,-0.488836542,4,2,2,3,2,2
223,6,8,1,0,0,0,0,0,3,-0.588338909,3,2,4,3,4,4
221,3,8,1,0,0,0,0,0,3,-0.744631039,3,2,5,3,4,3
201,6,8,1,0,0,0,0,0,3,-0.757959651,4,1,4,3,4,3
111,4,8,1,0,0,0,0,0,3,-0.879328798,5,4,5,4,5,3
219,3,8,1,0,0,0,0,0,3,-0.883729284,3,4,4,3,5,2
227,4,8,1,0,0,0,0,0,3,-1.178610292,5,4,3,2,4,4
233,3,8,1,0,0,0,0,0,3,-1.617715368,3,2,3,2,2,2
102,7,8,0,0,1,0,0,0,2,0.34392025,4,3,4,3,3,3
106,6,8,0,0,1,0,0,0,2,-1.125372887,4,4,4,4,4,3
108,8,8,0,0,1,0,0,0,2,-0.884188488,5,3,3,4,5,3
112,4,8,0,0,1,0,0,0,2,-0.654275697,5,5,5,5,5,3
208,5,8,0,0,1,0,0,0,2,0.343249955,3,1,3,2,4,4
212,2,8,0,0,1,0,0,0,2,-0.753696955,3,2,4,3,3,2
214,1,8,0,0,1,0,0,0,2,-0.080368219,3,3,4,3,3,3
216,5,8,0,0,1,0,0,0,2,-0.986405726,4,2,4,2,3,2
220,1,8,0,0,1,0,0,0,2,0.346858195,4,3,2,2,4,2
222,7,8,0,0,1,0,0,0,2,-1.362507502,4,3,3,3,3,3
224,8,8,0,0,1,0,0,0,2,-1.687200781,4,4,3,3,3,3
226,4,8,0,0,1,0,0,0,2,-0.520662575,2,2,4,1,3,2
228,7,8,0,0,1,0,0,0,2,-0.156838551,4,2,4,4,4,4
232,1,8,0,0,1,0,0,0,2,-0.45344886,4,4,3,4,4,3
234,2,8,0,0,1,0,0,0,2,-1.814322807,5,4,5,3,3,4
236,1,8,0,0,1,0,0,0,2,-0.537499856,3,2,3,3,4,4
238,2,8,0,0,1,0,0,0,2,-0.342468976,4,3,5,4,4,3
215,6,8,1,0,0,0,0,0,2,1.35751614,3,1,2,3,5,4
205,8,8,1,0,0,0,0,0,2,0.495729679,1,3,4,1,5,1
209,5,8,1,0,0,0,0,0,2,0.297686021,3,2,4,2,5,3
217,5,8,1,0,0,0,0,0,2,0.241460256,3,2,4,3,4,4
103,4,8,1,0,0,0,0,0,2,0.033351098,4,2,4,5,5,4
119,8,8,1,0,0,0,0,0,2,-0.099628,5,4,4,3,4,3
207,5,8,1,0,0,0,0,0,2,-0.368370301,4,3,4,3,4,3
104,8,8,0,0,1,0,0,0,1,0.357810091,4,3,3,3,3,2
110,5,8,0,0,1,0,0,0,1,-0.921058946,5,5,4,3,4,3
114,6,8,0,0,1,0,0,0,1,-2.063781077,4,4,5,3,5,3
116,5,8,0,0,1,0,0,0,1,-0.936721659,4,4,4,3,4,3
204,7,8,0,0,1,0,0,0,1,-1.161945785,4,2,5,2,4,3
206,5,8,0,0,1,0,0,0,1,-1.787465778,4,3,5,5,4,2
210,5,8,0,0,1,0,0,0,1,-0.154473236,3,2,4,4,3,3
230,6,8,0,0,1,0,0,0,1,0.253569478,2,1,4,1,4,1
105,6,8,1,0,0,0,0,0,1,1.150049487,3,4,4,2,4,4
101,8,8,1,0,0,0,0,0,1,0.879033889,4,5,5,5,5,4
239,5,8,1,0,0,0,0,0,1,0.841160816,4,3,4,3,3,3
117,6,8,1,0,0,0,0,0,1,0.28837161,5,4,4,4,5,4
